Date,Open,High,Low,Close,Volume,20 Day MA
6/12/2015 16:00:00,100.52,100.69,99.63,99.87,6475179,97.609
6/15/2015 16:00:00,99.45,100.06,99.13,99.29,6177651,97.3455
6/16/2015 16:00:00,99.2,100.45,98.81,100.04,8763706,97.1585
6/17/2015 16:00:00,100.83,101.17,99.52,99.76,8228148,96.8685
6/18/2015 16:00:00,100.26,100.9,100.15,100.25,7167579,96.6045
6/19/2015 16:00:00,99.72,100.17,99.46,99.47,10156040,96.2495
6/22/2015 16:00:00,99.83,100.37,99.37,100.29,6415473,95.923
6/23/2015 16:00:00,99.96,100.43,99.54,100.09,5697780,95.6035
6/24/2015 16:00:00,99.98,100.68,99.27,99.27,7451584,95.2745
6/25/2015 16:00:00,99.45,99.66,98.29,98.34,6059019,94.958
6/26/2015 16:00:00,98.24,98.69,97.81,98.6,10014019,94.571
6/29/2015 16:00:00,97.5,97.96,96.6,96.69,8763770,94.098
6/30/2015 16:00:00,97.45,97.66,96.22,96.47,9925172,93.8835
7/1/2015 16:00:00,96.3,96.62,95.55,96.09,7295147,93.7225
7/2/2015 16:00:00,96.36,96.67,95.72,95.87,6418865,93.5695
7/6/2015 16:00:00,95.06,95.56,94.48,94.77,8341073,93.2
7/7/2015 16:00:00,94.41,95.48,93.5,95.27,11771636,92.7415
7/8/2015 16:00:00,94.59,95.09,93.26,93.56,7718796,92.2385
7/9/2015 16:00:00,94.9,95.21,93.76,93.78,7908656,91.762
7/10/2015 16:00:00,94.53,94.95,94.07,94.41,5631870,91.3325
7/13/2015 16:00:00,94.31,94.89,94.15,94.6,5038053,90.7995
7/14/2015 16:00:00,94.4,95.79,94.39,95.55,5218495,90.364
7/15/2015 16:00:00,95.04,95.7,93.89,94.24,6488798,89.8755
7/16/2015 16:00:00,94.28,94.73,93.9,94.48,6422531,89.503
7/17/2015 16:00:00,94.23,94.39,92.9,93.15,8213010,89.0715
7/20/2015 16:00:00,93.3,93.49,92.59,92.94,6017978,88.7135
7/21/2015 16:00:00,93,94.14,93,93.9,7042384,88.228
7/22/2015 16:00:00,93.51,94.33,93.29,93.51,9327396,87.705
7/23/2015 16:00:00,93.57,94.07,92.7,92.94,7360548,87.075
7/24/2015 16:00:00,92.78,92.78,90.35,90.6,11157589,86.39
7/27/2015 16:00:00,89.86,90.09,88.74,89.14,10342383,85.648
7/28/2015 16:00:00,89.45,92.69,89.43,92.4,11536154,84.797
7/29/2015 16:00:00,91.98,93.4,91.44,93.25,9821421,83.678
7/30/2015 16:00:00,93.45,93.81,92.75,93.03,6435325,82.67
7/31/2015 16:00:00,91.52,91.75,88.01,88.48,19061126,81.9005
8/3/2015 16:00:00,87.28,87.33,85.32,85.6,14141563,81.498
8/4/2015 16:00:00,85.74,86.9,84.68,85.21,8536668,81.2675
8/5/2015 16:00:00,85.44,86,83.87,84.03,11252755,80.9165
8/6/2015 16:00:00,83.56,85.58,82.89,85.19,9804949,80.618
8/7/2015 16:00:00,84.71,85.26,83.43,83.75,7420394,80.2715
8/10/2015 16:00:00,84.2,86.1,83.88,85.89,8341929,79.9175
8/11/2015 16:00:00,84.38,85.98,83.6,85.78,9795155,79.465
